INSTNM,STABBR
CenterPoint Massage and Shiatsu Therapy School and Clinic,MN
Avalon School of Cosmetology,MN
American Business and Technology University,MO
City Vision College,MO
Transformed Barber and Cosmetology Academy,MO
Bitterroot School of Cosmetology,MT
Atlanta Beauty & Barber Academy,GA
The Salon Professional Academy-Great Falls,MT
Park West Barber School,NC
National Career Institute,NJ
Toni & Guy Hairdressing Academy-Albuquerque,NM
International Academy of Style,NV
EDP School of Computer Programming,NY
New York Medical Career Training Center,NY
Institute of Culinary Education,NY
New Life Business Institute,NY
The Salon Professional Academy-Tonawanda,NY
Onondaga School of Therapeutic Massage-Syracuse,NY
Academy of Cosmetology and Esthetics NYC,NY
Finger Lakes School of Massage,NY
Four County Career Center,OH
Vanity School of Cosmetology,OH
Tolles Career and Technical Center,OH
The Salon Professional Academy-Perrysburg,OH
Portland Actors Conservatory,OR
Somerset County Technology Center,PA
Metro Beauty Academy,PA
Barone Beauty Academy,PA
Academy for Careers and Technology,SC
Aiken School of Cosmetology,SC
Love Beauty School Inc,TN
Professional Career Training Institute,TX
Cannon Institute of Higher Learning,TX
Cardiotech Ultrasound School,TX
DuVall's School of Cosmetology,TX
Advanced Beauty College,TX
Texas Beauty College,TX
Avenue Five Institute,TX
Corpus Christi Beauty Academy,TX
The Salon Professional Academy-Lewisville,TX
Renaissance Academie,UT
Bethel College,VA
Institute of Advanced Medical Esthetics,VA
Gary Manuel Aveda Institute,WA
Northwest School of Wooden Boat Building,WA
Bainbridge Graduate Institute,WA
The Salon Professional Academy-Onalaska,WI
Regency Beauty Institute-North Tucson,AZ
Kaplan College-Chula Vista,CA
InterCoast Colleges-Roseville,CA
West Coast University-Orange County,CA
West Coast University-Ontario,CA
Kaplan College-Pembroke Pines,FL
Dade Medical College-Homestead,FL
Virginia College-Augusta,GA
Midwest Technical Institute-East Peoria,IL
Paul Mitchell the School-Chicago,IL
Kaplan College-Indianapolis,IN
Regency Beauty Institute-Evansville,IN
Regency Beauty Institute-Wichita,KS
Regency Beauty Institute-Shreveport,LA
Regency Beauty Institute-Springfield,MO
Regency Beauty Institute-Canton,OH
Regency Beauty Institute-Spartanburg,SC
Regency Beauty Institute-Chattanooga,TN
Regency Beauty Institute-Mesquite,TX
Kaplan Career Institute-Dearborn,MI
Dorsey Business Schools-Waterford Pontiac,MI
Regina's College of Beauty-High Point,NC
Miller-Motte College-Fayetteville,NC
Drake College of Business-Newark,NJ
European Massage Therapy School-Las Vegas,NV
Harrison College-Grove City,OH
Miller-Motte Technical College-Columbus,GA
National University College-Ponce,PR
Fortis Institute-Grand Prairie,TX
Paul Mitchell the School-St George,UT
The Art Institute of Virginia Beach,VA
Bryant & Stratton College-Bayshore,WI
Gerstner Sloan-Kettering Graduate School of Biomedical Sciences,NY
Daymar College-Online,KY
Virginia College-Columbia,SC
Sanford-Brown College-Dearborn,MI
Sanford-Brown College-Grand Rapids,MI
Sanford-Brown College-Indianapolis,IN
Sanford-Brown College-Hillside,IL
Sanford-Brown College-Tinley Park,IL
Sanford-Brown College-Phoenix,AZ
Sanford-Brown Institute-Orlando,FL
Fortis College-Indianapolis,IN
Kaplan College-Arlington,TX
Kaplan College-Charlotte,NC
Kaplan College-Jacksonville,FL
Globe University-Madison East,WI
Minnesota School of Business-Lakeville,MN
Globe University_Green Bay,WI
Globe University_Madison West,WI
Globe University_Wausau,WI
Dade Medical College-Hollywood,FL
Empire Beauty School-E Memphis,TN
Empire Beauty School-Nashville,TN
Empire Beauty School-Jackson,TN
Empire Beauty School-Springfield,PA
Empire Beauty School-Paramus,NJ
Empire Beauty School-Speedway,IN
Empire Beauty School-Morrow,GA
Strayer University-Arkansas,AR
Strayer University-Georgia,GA
Strayer University-Louisiana,LA
Strayer University-Mississippi,MS
Strayer University-South Carolina,SC
Strayer University-Texas,TX
The Art Institute of San Antonio,TX
Globe University-La Crosse,WI
The Hair Design School-S Memphis,TN
The Hair Design School-Charlotte,NC
The Hair Design School-Durham,NC
The Hair Design School-E Greensboro,NC
The Hair Design School-Winston-Salem,NC
Empire Beauty School-West Palm,FL
Empire Beauty School-Pineville,NC
The Hair Design School-N Memphis,TN
Broadview Entertainment Arts University,UT
Bryant & Stratton College-Hampton,VA
Paul Mitchell the School-Phoenix,AZ
All Beauty College,AZ
Northern California Institute of Cosmetology Inc,CA
Golden State College of Court Reporting,CA
Preferred College of Nursing-Los Angeles,CA
Trinity Vocational Center,CA
SICE Paul Mitchell Partner School,CA
Cosmo Beauty Academy,CA
Paul Mitchell the School-Fresno,CA
Unitek College,CA
Gurnick Academy of Medical Arts,CA
Southern California University SOMA,CA
Paul Mitchell the School-East Bay,CA
South University_Richmond,VA
South University_Virginia Beach,VA
Aveda Institute-Denver,CO
Paul Mitchell the School-Colorado Springs,CO
The Salon Professional Academy-Colorado Springs,CO
Paul Mitchell the School-Delaware,DE
Future-Tech Institute,FL
Marchman Technical Education Center,FL
Eureka Institute of Health and Beauty,FL
The Salon Professional Academy-Ft Myers,FL
SOLEX College,IL
Unity Cosmetology College,IL
Universal Spa Training Academy,IL
The Salon Professional Academy-Evansville,IN
Tri County Regional Vocational Technical High School,MA
Compass College of Cinematic Arts,MI
Nova Academy of Cosmetology,MN
Victory Trade School,MO
Starting Points Inc,NJ
The Lab-Paul Mitchell Partner School,NJ
SAE Institute of Technology-New York,NY
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,NY
The Artisan College of Cosmetology,OH
Sage School of Massage,OR
Lawyer's Assistant School of Dallas,TX
ABC Beauty Academy,TX
Salon & Spa Institute,TX
American Beauty Academy,UT
The Salon Professional Academy-Tacoma,WA
Academy of Cosmetology,WA
The Academy Waukesha,WI
ITT Technical Institute-Merrillville,IN
ITT Technical Institute-Tallahassee,FL
ITT Technical Institute-Salem,VA
ITT Technical Institute-Akron,OH
ITT Technical Institute-Cedar Rapids,IA
ITT Technical Institute-Corona,CA
ITT Technical Institute-Johnson City,TN
ITT Technical Institute-DeSoto,TX
ITT Technical Institute-North Charleston,SC
ITT Technical Institute-Aurora,CO
ITT Technical Institute-West Covina,CA
ITT Technical Institute-Culver City,CA
ITT Technical Institute-Dearborn,MI
ITT Technical Institute-Las Vegas,NV
Touro University Worldwide,CA
Touro University California,CA
The Chicago School of Professional Psychology at Washington DC,DC
Anamarc College-Santa Teresa,NM
Touro University Nevada,NV
National College-Willoughby Hills,OH
Herzing University-Kenosha,WI
Herzing University-Brookfield,WI
Heald College-Modesto,CA
Fortis Institute-Houston,TX
Southern Careers Institute-Brownsville,TX
Southern Careers Institute-Corpus Christi 2,TX
Southern Careers Institute-Harlingen,TX
Strayer University-Global Region,DC
Regina's College of Beauty-Charlotte,NC
Kenneth Shuler School of Cosmetology-Florence,SC
Fortis College-Columbia,SC
Brown Mackie College-Albuquerque,NM
Brown Mackie College-St Louis,MO
Avant Gard The School,IN
Toni & Guy Hairdressing Academy-Bellingham,WA
California University of Management and Sciences,CA
Ross Medical Education Center-Davison,MI
Ross Medical Education Center-Granger,IN
Ross Medical Education Center-Niles,OH
Ross Medical Education Center-Canton,MI
Pima Medical Institute-Houston,TX
Illinois Center for Broadcasting_Chicago Campus,IL
South Texas Vocational Technical Institute-San Antonio,TX
Concorde Career Institute-Dallas,TX
Concorde Career Institute-Orlando,FL
Concorde Career Institute-San Antonio,TX
Ecotech Institute,CO
Johnson & Wales University-Online,RI
Everest College-Fort Worth South,TX
Everest College-Santa Ana,CA
Geisinger-Lewistown Hospital School of Nursing,PA
Moreno Valley College,CA
Hair Design Institute at Fifth Avenue-New York,NY
Onondaga School of Therapeutic Massage-Rochester,NY
Norco College,CA
Daymar College-Louisville,KY
Dorsey Business Schools-Saginaw,MI
Milan Institute of Cosmetology-La Quinta,CA
Milan Institute-Nampa,ID
Milan Institute of Cosmetology-El Paso,TX
Universal Technical Institute - Dallas Fort Worth,TX
Finger Lakes School of Massage,NY
Park Avenue School of Cosmetology,MN
Salter School of Nursing and Allied Health,NH
Salter School-New Bedford,MA
Harris School of Business-Upper Darby Campus,PA
Stratford School of Aviation Maintenance Technicians,CT
Brown Mackie College-San Antonio,TX
Hollywood Institute of Beauty Careers,FL
Cortiva Institute-New Jersey,NJ
Cambridge Junior College-Woodland,CA
Anthem College-Atlanta,GA
ICPR Junior College-Manati,PR
Western Beauty Institute,CA
Ridley-Lowell Business & Technical Institute-Danbury,CT
Artistic Nails and Beauty Academy-Lakeland,FL
Paul Mitchell the School-Murfreesboro,TN
Allied American University,CA
American Sentinel University,CO
Tribeca Flashpoint Media Arts Academy,IL
Hawaii Medical College,HI
Carolina College of Hair Design,NC
Virginia College-Baton Rouge,LA
Remington College-Heathrow Campus,FL
College of Massage Therapy,ID
Miller-Motte College-Jacksonville,NC
Miller-Motte Technical College-Augusta,GA
Miller-Motte Technical College-Conway,SC
Virginia College-Macon,GA
Virginia College-Spartanburg,SC
Aveda Institute-Portland,OR
Chamberlain College of Nursing-Virginia,VA
Stevens-Henager College-Boise,ID
The Salon Professional Academy-Cincinnati,OH
Penrose Academy,AZ
Virginia College-Richmond,VA
Skin Institute,MO
Northwest Institute of Literary Arts,WA
Body Therapy Institute,NC
Beauty Academy of South Florida,FL
Ogle School Hair Skin Nails-North Dallas,TX
The Salon Professional Academy-North Little Rock,AR
The Salon Professional Academy-St Charles,MO
American Institute,FL
Mildred Elley-New York Campus,NY
National Paralegal College,AZ
Carolina College of Biblical Studies,NC
Star Career Academy-Audubon,PA
St Luke University,CA
Northeast Technology Center-System Office,OK
Allstate Hairstyling & Barber College,OH
Oxford Graduate School,TN
Jung Tao School of Classical Chinese Medicine,NC
New York Film Academy,CA
The Collective School Of Music,NY
International College of Cosmetology,CA
GP Institute of Cosmetology,MO
Bella Capelli Academy,PA
Institute of Medical Careers,PA
Toni & Guy Hairdressing Academy-Modesto,CA
Georgia Christian University,GA
Flagler Technical Institute,FL
Galaxy Medical College,CA
American Medical Sciences Center,CA
Mandalyn Academy,UT
Jose Maria Vargas University,FL
Laird Institute of Spa Therapy,NH
D A Dorsey Educational Center,FL
Keweenaw Bay Ojibwa Community College,MI
Meridian Institute of Surgical Assisting,TN
Mauna Loa Helicopters,HI
Acaydia School of Aesthetics,UT
Manhattan Institute,NY
Cosmetic Arts Institute,SC
Holistic Massage Training Institute,MD
Diamonds Cosmetology College,TX
Tramy Beauty School,CA
Scholars Cosmetology University,MI
Northern Virginia School of Therapeutic Massage,VA
Paul Mitchell the School-St Louis,MO
Advanced Training Institute,NV
Cosmopolitan Beauty and Tech School,VA
The Salon Professional Academy-Elgin,IL
CCIC Beauty College,AZ
Salon 496 Barber Academy,SC
Shepherds Theological Seminary,NC
Taylor Andrews Academy of Hair Design-West Jordan,UT
Santa Ana Beauty Academy,CA
Grace College of Divinity,NC
Cosmetology College of Franklin County,MO
Rochester School of Hair Design,MN
Aveda Institute-New Mexico,NM
Nashville Barber and Style Academy,TN
American Trade School,MO
Estelle Skin Care and Spa Institute,IL
Paul Mitchell the School-Honolulu,HI
Elite Cosmetology School,CA
Academy of Aesthetic Arts,KS
American Technical Institute,PR
Twin Rivers Adult School,CA
Bergin University of Canine Studies,CA
Aveda Institute-Boise,ID
Progressive Training Centers,FL
American Health Institute,FL
Pima Medical Institute-South Denver,CO
Real Barbers College,CA
Capilo School of Hair Design,ME
Pure Aesthetics,AZ
Lindsey Institute of Cosmetology,KY
The Salon Professional Academy-Iowa City,IA
Buckner Barber School,TX
Simmons College of Kentucky,KY
Atelier Esthetique Institute of Esthetics,NY
Ashdown College of Health Sciences,CA
Advanced College of Cosmetology,WI
North American University,TX
Entourage Institute of Beauty and Esthetics,KS
United Beauty College,CO
Cinta Aveda Institute,CA
Long Island Nail & Skin Care Institute,NY
Mesivta Keser Torah,NJ
Southern California Health Institute,CA
Best Care Training Institute,NJ
First Class Cosmetology School,WI
Millennia Atlantic University,FL
Abcott Institute,MI
The Salon Professional Academy-Kenosha,WI
Paul Mitchell the School-Indianapolis,IN
Taylor Andrews Academy-St George,UT
Seymour Beauty Academy,MO
Protege Academy,MI
Colorado Academy of Veterinary Technology,CO
Northeast Technical Institute,ME
Salinas Beauty College Inc,CA
Academy for Salon Professionals,CA
Elite School of Cosmetology,OH
Paul Mitchell the School-Las Vegas,NV
The Salon Professional Academy-Kokomo,IN
Hair Academy,AL
Florida Academy,FL
Institute for Doctoral Studies in the Visual Arts,ME
State Career College,IL
Academy for Salon Professionals,CA
Paul Mitchell The School-Spokane,WA
DeVry University's Keller Graduate School of Management-Maryland,MD
DeVry University's Keller Graduate School of Management-North Carolina,NC
DeVry University's Keller Graduate School of Management-Florida,FL
DeVry College of New York's Keller Graduate School of Management,NY
DeVry University's Keller Graduate School of Management-Indiana,IN
DeVry University's Keller Graduate School of Management-Nevada,NV
DeVry University's Keller Graduate School of Management-Colorado,CO
DeVry University's Keller Graduate School of Management-Minnesota,MN
DeVry University's Keller Graduate School of Management-Oklahoma,OK
DeVry University's Keller Graduate School of Management-Utah,UT
DeVry University's Keller Graduate School of Management-Tennessee,TN
DeVry University's Keller Graduate School of Management-Michigan,MI
DeVry University's Keller Graduate School of Management-Kentucky,KY
DeVry University's Keller Graduate School of Management-New Jersey,NJ
DeVry University's Keller Graduate School of Management-Oregon,OR
Lincoln College of New England-Hartford,CT
Lincoln College of Technology-Columbus,OH
Lincoln College of Technology-Cleveland,OH
Northwestern Institute of Health and Technology,IL
J Renee Career Facilitation,IL
National Personal Training Institute of Colorado,CO
National Personal Training Institute of Colorado,CO
International College of Beauty Arts & Sciences,CA
The Salon Professional Academy-Shorewood,IL
John Paul the Great Catholic University,CA
ITT Technical Institute-Durham,NC
ITT Technical Institute-Hanover,MD
University of Phoenix-Jackson Campus,MS
University of Phoenix-Delaware Campus,DE
Everest College-Milwaukee,WI
Independence University,UT
National American University-Tulsa,OK
National American University-Centennial,CO
National American University-Lee's Summit,MO
National American University-Colorado Springs South,CO
Globe University-Appleton,WI
Salter College-Chicopee,MA
Chamberlain College of Nursing-Missouri,MO
Chamberlain College of Nursing-Texas,TX
ITT Technical Institute-Oakland,CA
Continental School of Beauty Culture-Mattydale,NY
Everest College-Bedford Park,IL
Fortis College-Akron,OH
Carrington College California-Pomona,CA
Regency Beauty Institute-Copperwood,TX
Regency Beauty Institute-Little Rock,AR
Regency Beauty Institute-Baltimore Golden Ring,MD
Regency Beauty Institute-El Paso,TX
Regency Beauty Institute-Jacksonville Regency,FL
